state,city,common_name,count
Iowa,Dallas Center,Northern hackberry,18
Iowa,Dallas Center,Northern red oak,33
Iowa,Dallas Center,Northern white cedar,13
Iowa,Dallas Center,Norway maple,83
Iowa,Dallas Center,Pear,4
Iowa,Dallas Center,Pin oak,11
Iowa,Dallas Center,Red maple,25
Iowa,Dallas Center,Siberian elm,3
Iowa,Dallas Center,Silver maple,103
Iowa,Dallas Center,Spruce,11
Iowa,Dallas Center,Sugar maple,94
Iowa,Dallas Center,Swamp white oak,18
Iowa,Dallas Center,White ash,11
Iowa,De Soto,American basswood,1
Iowa,De Soto,American sycamore,5
Iowa,De Soto,Apple,4
Iowa,De Soto,Ash,5
Iowa,De Soto,Black walnut,73
Iowa,De Soto,Blue spruce,1
Iowa,De Soto,Bur oak,1
Iowa,De Soto,Eastern red cedar,1
Iowa,De Soto,Green ash,9
Iowa,De Soto,Littleleaf linden,1
Iowa,De Soto,Maple,1
Iowa,De Soto,Mulberry,1
Iowa,De Soto,Northern hackberry,1
Iowa,De Soto,Northern red oak,2
Iowa,De Soto,Norway maple,2
Iowa,De Soto,Siberian elm,12
Iowa,De Soto,Silver maple,6
Iowa,De Soto,Sugar maple,5
Iowa,De Soto,White ash,1
Iowa,Des Moines,Apple,3
Iowa,Dexter,American basswood,5
Iowa,Dexter,American sycamore,1
Iowa,Dexter,Apple,31
Iowa,Dexter,Ash,29
Iowa,Dexter,Black walnut,4
Iowa,Dexter,Green ash,11
Iowa,Dexter,Hickory,1
Iowa,Dexter,Honeylocust,9
Iowa,Dexter,Littleleaf linden,2
Iowa,Dexter,Maple,10
Iowa,Dexter,Northern hackberry,6
Iowa,Dexter,Northern red oak,6
Iowa,Dexter,Norway maple,11
Iowa,Dexter,Pear,3
Iowa,Dexter,Red maple,8
Iowa,Dexter,Silver maple,19
Iowa,Dexter,Spruce,3
Iowa,Dexter,Sugar maple,25
Iowa,Dexter,Swamp white oak,5
Iowa,Earlham,American basswood,1
Iowa,Earlham,American sycamore,1
Iowa,Earlham,Apple,151
Iowa,Earlham,Black walnut,2
Iowa,Earlham,Bur oak,2
Iowa,Earlham,Eastern red cedar,2
Iowa,Earlham,Green ash,54
Iowa,Earlham,Hickory,1
Iowa,Earlham,Honeylocust,2
Iowa,Earlham,Littleleaf linden,1
Iowa,Earlham,Northern hackberry,24
Iowa,Earlham,Northern red oak,18
Iowa,Earlham,Norway maple,25
Iowa,Earlham,Pear,26
Iowa,Earlham,Pin oak,6
Iowa,Earlham,Red maple,35
Iowa,Earlham,Siberian elm,2
Iowa,Earlham,Silver maple,26
Iowa,Earlham,Spruce,3
Iowa,Earlham,Sugar maple,118
Iowa,Earlham,Swamp white oak,10
Iowa,Earlham,White ash,16
Iowa,Elkhart,American basswood,2
Iowa,Elkhart,Apple,12
Iowa,Elkhart,Blue spruce,1
Iowa,Elkhart,Bur oak,16
Iowa,Elkhart,Eastern white pine,3
Iowa,Elkhart,Green ash,17
Iowa,Elkhart,Maple,10
Iowa,Elkhart,Northern hackberry,3
Iowa,Elkhart,Norway maple,4
Iowa,Elkhart,Pin oak,1
Iowa,Elkhart,Silver maple,28
Iowa,Elkhart,Spruce,7
Iowa,Elkhart,Sugar maple,7
Iowa,Granger,American basswood,1
Iowa,Granger,American sycamore,4
Iowa,Granger,Apple,15
Iowa,Granger,Ash,1
Iowa,Granger,Black maple,1
Iowa,Granger,Black walnut,3
Iowa,Granger,Blue spruce,4
Iowa,Granger,Bur oak,6
Iowa,Granger,Eastern red cedar,5
Iowa,Granger,Eastern white pine,5
Iowa,Granger,Green ash,46
Iowa,Granger,Littleleaf linden,2
Iowa,Granger,Maple,2
Iowa,Granger,Mulberry,2
Iowa,Granger,Northern hackberry,7
Iowa,Granger,Northern red oak,11
Iowa,Granger,Norway maple,12
Iowa,Granger,Pear,7
Iowa,Granger,Pin oak,1
Iowa,Granger,Red maple,6
Iowa,Granger,Silver maple,21
Iowa,Granger,Spruce,5
Iowa,Granger,Sugar maple,5
Iowa,Granger,Swamp white oak,9
Iowa,Granger,White ash,6
Iowa,Guthrie Center,American basswood,2
Iowa,Guthrie Center,Apple,6
Iowa,Guthrie Center,Black walnut,8
Iowa,Guthrie Center,Eastern red cedar,3
Iowa,Guthrie Center,Green ash,38
Iowa,Guthrie Center,Hickory,1
Iowa,Guthrie Center,Honeylocust,2
Iowa,Guthrie Center,Littleleaf linden,7
Iowa,Guthrie Center,Northern hackberry,17
Iowa,Guthrie Center,Northern red oak,4
Iowa,Guthrie Center,Norway maple,20
Iowa,Guthrie Center,Pear,2
Iowa,Guthrie Center,Pin oak,11
Iowa,Guthrie Center,Red maple,3
Iowa,Guthrie Center,Siberian elm,2
Iowa,Guthrie Center,Silver maple,27
Iowa,Guthrie Center,Spruce,2
Iowa,Guthrie Center,Sugar maple,68
Iowa,Guthrie Center,White ash,1
Iowa,Hartford,Ash,1
Iowa,Hartford,Black walnut,2
Iowa,Hartford,Blue spruce,2
Iowa,Hartford,Bur oak,2
Iowa,Hartford,Mulberry,2
Iowa,Hartford,Northern hackberry,4
Iowa,Hartford,Northern red oak,1
Iowa,Hartford,Norway maple,2
Iowa,Hartford,Red maple,1
Iowa,Hartford,Siberian elm,2
Iowa,Hartford,Silver maple,4
Iowa,Kellogg,American sycamore,2
Iowa,Kellogg,Black walnut,31
Iowa,Kellogg,Eastern red cedar,3
Iowa,Kellogg,Eastern white pine,1
Iowa,Kellogg,Green ash,16
Iowa,Kellogg,Honeylocust,5
Iowa,Kellogg,Littleleaf linden,1
Iowa,Kellogg,Mulberry,2
Iowa,Kellogg,Northern hackberry,4
Iowa,Kellogg,Northern red oak,1
Iowa,Kellogg,Norway maple,2
Iowa,Kellogg,Pear,1
Iowa,Kellogg,Pin oak,1
Iowa,Kellogg,Red maple,2
Iowa,Kellogg,Siberian elm,3
Iowa,Kellogg,Silver maple,22
Iowa,Kellogg,Spruce,8
Iowa,Kellogg,Sugar maple,8
Iowa,Kellogg,White ash,1
Iowa,Milo,American basswood,3
Iowa,Milo,American sycamore,9
Iowa,Milo,Apple,48
Iowa,Milo,Ash,81
Iowa,Milo,Black maple,3
Iowa,Milo,Black walnut,1
Iowa,Milo,Blue spruce,2
Iowa,Milo,Bur oak,10
Iowa,Milo,Hickory,1
Iowa,Milo,Littleleaf linden,2
Iowa,Milo,Northern hackberry,5
Iowa,Milo,Northern red oak,2
Iowa,Milo,Norway maple,18
Iowa,Milo,Pear,4
Iowa,Milo,Red maple,7
Iowa,Milo,Siberian elm,14
Iowa,Milo,Silver maple,32
Iowa,Milo,Spruce,1
Iowa,Milo,Sugar maple,19
Iowa,Milo,Swamp white oak,2
Iowa,Mitchellville,American sycamore,4
Iowa,Mitchellville,Apple,8
Iowa,Mitchellville,Ash,6
Iowa,Mitchellville,Black maple,5
Iowa,Mitchellville,Black walnut,10
Iowa,Mitchellville,Blue spruce,5
Iowa,Mitchellville,Bur oak,2
Iowa,Mitchellville,Eastern white pine,2
Iowa,Mitchellville,Green ash,26
Iowa,Mitchellville,Honeylocust,4
Iowa,Mitchellville,Littleleaf linden,6
Iowa,Mitchellville,Mulberry,2
Iowa,Mitchellville,Northern hackberry,22
Iowa,Mitchellville,Northern red oak,6
Iowa,Mitchellville,Norway maple,20
Iowa,Mitchellville,Pear,3
Iowa,Mitchellville,Pin oak,4
Iowa,Mitchellville,Red maple,12
Iowa,Mitchellville,Siberian elm,4
Iowa,Mitchellville,Silver maple,51
Iowa,Mitchellville,Sugar maple,18
Iowa,Mitchellville,Swamp white oak,1
Iowa,Mitchellville,White ash,2
Iowa,Monroe,American basswood,3
Iowa,Monroe,American sycamore,7
Iowa,Monroe,Apple,18
Iowa,Monroe,Ash,11
Iowa,Monroe,Black maple,2
Iowa,Monroe,Black walnut,1
Iowa,Monroe,Blue spruce,20
Iowa,Monroe,Bur oak,2
Iowa,Monroe,Eastern red cedar,16
Iowa,Monroe,Eastern white pine,7
Iowa,Monroe,Green ash,17
Iowa,Monroe,Hickory,3
Iowa,Monroe,Honeylocust,7
Iowa,Monroe,Littleleaf linden,4
Iowa,Monroe,Maple,23
Iowa,Monroe,Mulberry,1
Iowa,Monroe,Northern hackberry,25
Iowa,Monroe,Northern red oak,17
Iowa,Monroe,Northern white cedar,7
Iowa,Monroe,Norway maple,5
Iowa,Monroe,Pear,5
Iowa,Monroe,Pin oak,15
Iowa,Monroe,Red maple,23
Iowa,Monroe,Siberian elm,10
Iowa,Monroe,Silver maple,33
Iowa,Monroe,Spruce,5
Iowa,Monroe,Sugar maple,28
Iowa,Newton,American basswood,21
Iowa,Newton,American sycamore,71
Iowa,Newton,Apple,151
Iowa,Newton,Ash,25
Iowa,Newton,Black maple,4
Iowa,Newton,Black walnut,98
Iowa,Newton,Blue spruce,52
Iowa,Newton,Bur oak,426
Iowa,Newton,Chinese elm,97
Iowa,Newton,Eastern red cedar,142
Iowa,Newton,Eastern white pine,198
Iowa,Newton,Green ash,205
Iowa,Newton,Hickory,144
Iowa,Newton,Honeylocust,85
Iowa,Newton,Littleleaf linden,54
Iowa,Newton,Maple,142
Iowa,Newton,Mulberry,4
Iowa,Newton,Northern hackberry,109
Iowa,Newton,Northern red oak,160
Iowa,Newton,Northern white cedar,50
Iowa,Newton,Norway maple,38
Iowa,Newton,Pear,13
Iowa,Newton,Pin oak,102
Iowa,Newton,Red maple,55
Iowa,Newton,Silver maple,61
Iowa,Newton,Spruce,93
Iowa,Newton,Sugar maple,69
Iowa,Newton,Swamp white oak,24
Iowa,Newton,White ash,6
Iowa,Oakland Acres,Eastern white pine,10
Iowa,Oakland Acres,Green ash,4
Iowa,Oakland Acres,Honeylocust,1
Iowa,Oakland Acres,Northern red oak,6
Iowa,Oakland Acres,Pin oak,5
Iowa,Oakland Acres,Red maple,3
Iowa,Oakland Acres,Silver maple,1
Iowa,Oakland Acres,White ash,1
Iowa,Panora,American basswood,5
Iowa,Panora,American sycamore,6
Iowa,Panora,Apple,16
Iowa,Panora,Black walnut,6
Iowa,Panora,Eastern white pine,1
Iowa,Panora,Green ash,45
Iowa,Panora,Littleleaf linden,3
Iowa,Panora,Northern hackberry,3
Iowa,Panora,Northern red oak,2
Iowa,Panora,Norway maple,21
Iowa,Panora,Pear,1
Iowa,Panora,Pin oak,4
Iowa,Panora,Red maple,14
Iowa,Panora,Siberian elm,1
Iowa,Panora,Silver maple,22
Iowa,Panora,Spruce,2
Iowa,Panora,Sugar maple,56
Iowa,Panora,White ash,4
Iowa,Pleasant Hill,American basswood,45
Iowa,Pleasant Hill,American sycamore,20
Iowa,Pleasant Hill,Apple,200
Iowa,Pleasant Hill,Ash,4
Iowa,Pleasant Hill,Black walnut,36
Iowa,Pleasant Hill,Blue spruce,14
Iowa,Pleasant Hill,Bur oak,90
Iowa,Pleasant Hill,Chinese elm,16
Iowa,Pleasant Hill,Eastern red cedar,22
Iowa,Pleasant Hill,Eastern white pine,80
Iowa,Pleasant Hill,Green ash,44
Iowa,Pleasant Hill,Hickory,48
Iowa,Pleasant Hill,Honeylocust,19
Iowa,Pleasant Hill,Littleleaf linden,7
Iowa,Pleasant Hill,Mulberry,1
Iowa,Pleasant Hill,Northern hackberry,168
Iowa,Pleasant Hill,Northern red oak,91
Iowa,Pleasant Hill,Norway maple,19
Iowa,Pleasant Hill,Pear,1
Iowa,Pleasant Hill,Pin oak,15
Iowa,Pleasant Hill,Red maple,30
Iowa,Pleasant Hill,Siberian elm,18
Iowa,Pleasant Hill,Silver maple,26
Iowa,Pleasant Hill,Spruce,9
Iowa,Pleasant Hill,Sugar maple,4
Iowa,Pleasant Hill,Swamp white oak,37
Iowa,Pleasant Hill,White ash,1
Iowa,Polk City,Apple,55
Iowa,Polk City,Black walnut,1
Iowa,Polk City,Bur oak,2
Iowa,Polk City,Green ash,12
Iowa,Polk City,Northern red oak,1
Iowa,Polk City,Norway maple,4
Iowa,Polk City,Pear,21
Iowa,Polk City,Red maple,9
Iowa,Polk City,Siberian elm,1
Iowa,Polk City,Sugar maple,3
Iowa,Polk City,Swamp white oak,6
Iowa,Polk City,White ash,3
Iowa,Prairie City,American basswood,7
Iowa,Prairie City,American sycamore,1
Iowa,Prairie City,Apple,11
Iowa,Prairie City,Ash,18
Iowa,Prairie City,Black maple,3
Iowa,Prairie City,Black walnut,3
Iowa,Prairie City,Blue spruce,2
Iowa,Prairie City,Bur oak,1
Iowa,Prairie City,Eastern red cedar,3
Iowa,Prairie City,Eastern white pine,5
Iowa,Prairie City,Honeylocust,5
Iowa,Prairie City,Maple,9
Iowa,Prairie City,Mulberry,2
Iowa,Prairie City,Northern hackberry,15
Iowa,Prairie City,Northern red oak,4
Iowa,Prairie City,Northern white cedar,29
Iowa,Prairie City,Norway maple,16
Iowa,Prairie City,Pear,10
Iowa,Prairie City,Pin oak,9
Iowa,Prairie City,Red maple,14
Iowa,Prairie City,Siberian elm,2
Iowa,Prairie City,Silver maple,33
Iowa,Prairie City,Spruce,55
Iowa,Prairie City,Sugar maple,26
Iowa,Prairie City,Swamp white oak,4
Iowa,Redfield,Apple,20
Iowa,Redfield,Black maple,8
Iowa,Redfield,Black walnut,2
Iowa,Redfield,Blue spruce,2
Iowa,Redfield,Bur oak,4
Iowa,Redfield,Eastern red cedar,1
Iowa,Redfield,Eastern white pine,2
Iowa,Redfield,Green ash,15
Iowa,Redfield,Hickory,1
Iowa,Redfield,Honeylocust,7
Iowa,Redfield,Littleleaf linden,1
Iowa,Redfield,Maple,13
Iowa,Redfield,Northern hackberry,10
Iowa,Redfield,Norway maple,5
Iowa,Redfield,Pear,2
Iowa,Redfield,Red maple,6
Iowa,Redfield,Siberian elm,9
Iowa,Redfield,Silver maple,17
Iowa,Redfield,Spruce,2
Iowa,Redfield,Swamp white oak,7
Iowa,Redfield,White ash,1
Iowa,Runnells,Apple,3
Iowa,Runnells,Eastern red cedar,1
Iowa,Runnells,Green ash,12
Iowa,Runnells,Littleleaf linden,1
Iowa,Runnells,Maple,6
Iowa,Runnells,Northern red oak,1
Iowa,Runnells,Northern white cedar,2
Iowa,Runnells,Norway maple,2
Iowa,Runnells,Pin oak,2
Iowa,Runnells,Red maple,6
Iowa,Runnells,Silver maple,11
Iowa,Runnells,Spruce,6
Iowa,Runnells,Sugar maple,1
Iowa,Runnells,Swamp white oak,3
Iowa,Runnells,White ash,1
Iowa,Stuart,American basswood,10
Iowa,Stuart,American sycamore,4
Iowa,Stuart,Apple,8
Iowa,Stuart,Black walnut,11
Iowa,Stuart,Bur oak,5
Iowa,Stuart,Eastern red cedar,1
Iowa,Stuart,Green ash,94
Iowa,Stuart,Honeylocust,18
Iowa,Stuart,Littleleaf linden,6
Iowa,Stuart,Mulberry,2
Iowa,Stuart,Northern hackberry,3
Iowa,Stuart,Northern red oak,2
Iowa,Stuart,Northern white cedar,1
Iowa,Stuart,Norway maple,50
Iowa,Stuart,Pear,6
Iowa,Stuart,Pin oak,18
Iowa,Stuart,Red maple,13
Iowa,Stuart,Siberian elm,6
Iowa,Stuart,Silver maple,58
Iowa,Stuart,Spruce,1
Iowa,Stuart,Sugar maple,94
Iowa,Stuart,White ash,2
Iowa,Sully,American basswood,6
Iowa,Sully,American sycamore,4
Iowa,Sully,Apple,3
Iowa,Sully,Blue spruce,3
Iowa,Sully,Chinese elm,1
Iowa,Sully,Green ash,20
Iowa,Sully,Honeylocust,11
Iowa,Sully,Littleleaf linden,7
Iowa,Sully,Maple,2
Iowa,Sully,Northern hackberry,5
Iowa,Sully,Northern red oak,2
Iowa,Sully,Norway maple,7
Iowa,Sully,Pin oak,6
Iowa,Sully,Red maple,6
Iowa,Sully,Silver maple,21
Iowa,Sully,Spruce,15
Iowa,Sully,Sugar maple,22
Iowa,Sully,White ash,10
Iowa,Union,American basswood,1
Iowa,Union,American sycamore,2
Iowa,Union,Apple,7
Iowa,Union,Ash,13
Iowa,Union,Black maple,21
Iowa,Union,Black walnut,7
Iowa,Union,Eastern red cedar,3
Iowa,Union,Honeylocust,2
Iowa,Union,Littleleaf linden,2
Iowa,Union,Mulberry,1
Iowa,Union,Northern hackberry,4
Iowa,Union,Norway maple,19
Iowa,Union,Pin oak,2
Iowa,Union,Red maple,4
Iowa,Union,Silver maple,15
Iowa,Union,Spruce,6
Iowa,Union,Sugar maple,47
Iowa,Union,White ash,1
Iowa,Van Meter,American sycamore,8
Iowa,Van Meter,Apple,3
Iowa,Van Meter,Green ash,3
Iowa,Van Meter,Honeylocust,1
Iowa,Van Meter,Maple,2
Iowa,Van Meter,Norway maple,3
Iowa,Van Meter,Pin oak,6
Iowa,Van Meter,Siberian elm,6
Iowa,Van Meter,Silver maple,6
Iowa,Van Meter,Sugar maple,11
Iowa,Waukee,American sycamore,34
Iowa,Waukee,Apple,200
Iowa,Waukee,Ash,11
Iowa,Waukee,Black walnut,51
Iowa,Waukee,Blue spruce,3
Iowa,Waukee,Bur oak,9
Iowa,Waukee,Eastern red cedar,33
Iowa,Waukee,Eastern white pine,111
Iowa,Waukee,Green ash,218
Iowa,Waukee,Hickory,1
Iowa,Waukee,Honeylocust,103
Iowa,Waukee,Littleleaf linden,122
Iowa,Waukee,Maple,88
Iowa,Waukee,Mulberry,104
Iowa,Waukee,Northern hackberry,85
Iowa,Waukee,Northern red oak,23
Iowa,Waukee,Norway maple,40
Iowa,Waukee,Pear,26
Iowa,Waukee,Pin oak,2
Iowa,Waukee,Red maple,49
Iowa,Waukee,Siberian elm,43
Iowa,Waukee,Silver maple,35
Iowa,Waukee,Spruce,199
Iowa,Waukee,Sugar maple,27
Iowa,Waukee,White ash,72
Iowa,Windsor Heights,American sycamore,2
Iowa,Windsor Heights,Apple,25
Iowa,Windsor Heights,Ash,1
Iowa,Windsor Heights,Black maple,4
Iowa,Windsor Heights,Black walnut,2
Iowa,Windsor Heights,Blue spruce,7
Iowa,Windsor Heights,Bur oak,4
Iowa,Windsor Heights,Eastern red cedar,3
Iowa,Windsor Heights,Eastern white pine,17
Iowa,Windsor Heights,Green ash,39
Iowa,Windsor Heights,Honeylocust,22
Iowa,Windsor Heights,Littleleaf linden,1
Iowa,Windsor Heights,Maple,5
Iowa,Windsor Heights,Mulberry,3
Iowa,Windsor Heights,Northern hackberry,5
Iowa,Windsor Heights,Northern red oak,8
Iowa,Windsor Heights,Norway maple,6
Iowa,Windsor Heights,Pear,32
Iowa,Windsor Heights,Pin oak,13
Iowa,Windsor Heights,Red maple,1
Iowa,Windsor Heights,Siberian elm,5
Iowa,Windsor Heights,Silver maple,16
Iowa,Windsor Heights,Spruce,12
Iowa,Windsor Heights,Sugar maple,17
Iowa,Windsor Heights,Swamp white oak,6
Iowa,Windsor Heights,White ash,9
Iowa,Woodward,American basswood,2
Iowa,Woodward,American sycamore,6
Iowa,Woodward,Apple,26
Iowa,Woodward,Black maple,66
Iowa,Woodward,Black walnut,25
Iowa,Woodward,Blue spruce,8
Iowa,Woodward,Bur oak,1
Iowa,Woodward,Chinese elm,5
Iowa,Woodward,Eastern white pine,3
Iowa,Woodward,Green ash,49
Iowa,Woodward,Honeylocust,15
Iowa,Woodward,Littleleaf linden,12
Iowa,Woodward,Mulberry,2
Iowa,Woodward,Northern hackberry,24
Iowa,Woodward,Northern red oak,8
Iowa,Woodward,Northern white cedar,1
Iowa,Woodward,Norway maple,81
Iowa,Woodward,Pear,2
Iowa,Woodward,Red maple,5
Iowa,Woodward,Silver maple,105
Iowa,Woodward,Spruce,2
Iowa,Woodward,Sugar maple,5
Iowa,Woodward,White ash,2
Kansas,Overland Park,American elm,263
Kansas,Overland Park,Austrian pine,556
Kansas,Overland Park,Basswood,142
Kansas,Overland Park,Blue spruce,229
Kansas,Overland Park,Callery pear,1357
Kansas,Overland Park,Crabapple,1415
Kansas,Overland Park,Eastern red cedar,501
Kansas,Overland Park,Eastern redbud,704
Kansas,Overland Park,Elm,145
Kansas,Overland Park,Green ash,1928
Kansas,Overland Park,Honeylocust,920
Kansas,Overland Park,Lilac,145
Kansas,Overland Park,Littleleaf linden,900
Kansas,Overland Park,Northern red oak,548
Kansas,Overland Park,Norway maple,562
Kansas,Overland Park,Norway spruce,288
Kansas,Overland Park,Pin oak,3419
Kansas,Overland Park,Red maple,13289
Kansas,Overland Park,River birch,270
Kansas,Overland Park,Sawtooth oak,183
Kansas,Overland Park,Scotch pine,231
Kansas,Overland Park,Siberian elm,841
Kansas,Overland Park,Silver maple,1213
Kansas,Overland Park,Sugar maple,675
Kansas,Overland Park,Swamp white oak,438
Kansas,Overland Park,Sweetgum,1983
Kansas,Overland Park,Sycamore,395
Kansas,Overland Park,Walnut,139
Kansas,Overland Park,Western white pine,344
Kansas,Overland Park,White ash,7654
Kentucky,Louisville,American beech,568
Kentucky,Louisville,American elm,463
Kentucky,Louisville,American sycamore,802
Kentucky,Louisville,Black cherry,746
Kentucky,Louisville,Black locust,575
Kentucky,Louisville,Black walnut,653
Kentucky,Louisville,Blackgum,424
Kentucky,Louisville,Bur oak,495
Kentucky,Louisville,Callery pear,387
Kentucky,Louisville,Common hackberry,1086
Kentucky,Louisville,Crabapple,461
Kentucky,Louisville,Eastern red cedar,604
Kentucky,Louisville,Flowering dogwood,489
Kentucky,Louisville,Green ash,1404
Kentucky,Louisville,Kentucky coffee tree,400
Kentucky,Louisville,Northern red oak,805
Kentucky,Louisville,Norway spruce,385
Kentucky,Louisville,Pin oak,1678
Kentucky,Louisville,Red maple,1538
Kentucky,Louisville,Redbud,605
Kentucky,Louisville,Scarlet red oak,431
Kentucky,Louisville,Silver maple,535
Kentucky,Louisville,Sugar maple,1810
Kentucky,Louisville,Swamp white oak,730
Kentucky,Louisville,Sweetgum,834
Kentucky,Louisville,Tulip poplar,997
Kentucky,Louisville,White ash,773
Kentucky,Louisville,White mulberry,439
Kentucky,Louisville,White oak,450
Kentucky,Louisville,White pine,702
Louisiana,New Orleans,American sycamore,621
Louisiana,New Orleans,Bald cypress,5409
Louisiana,New Orleans,Chinese elm,1877
Louisiana,New Orleans,Chinese pistache,1282
Louisiana,New Orleans,Chinese tallow tree,1201
Louisiana,New Orleans,Citrus species,487
Louisiana,New Orleans,Crape myrtle (including hybrids),30244
Louisiana,New Orleans,Dahoon holly,513
Louisiana,New Orleans,Date palm,535
Louisiana,New Orleans,Eagleston holly,535
Louisiana,New Orleans,Florida sweet bay magnolia bay,1795
Louisiana,New Orleans,Hybrid holly species,3529
Louisiana,New Orleans,Japanese privet,639
Louisiana,New Orleans,Mexican ash,509
Louisiana,New Orleans,Mexican fan palm,669
Louisiana,New Orleans,Nuttall oak texas red oak,694
Louisiana,New Orleans,Oleander,506
Louisiana,New Orleans,Ornamental pear,2024
Louisiana,New Orleans,Palmetto,1979
Louisiana,New Orleans,Queen palm,1690
Louisiana,New Orleans,Red maple,1379
Louisiana,New Orleans,Saucer magnolia,1287
Louisiana,New Orleans,Shumard oak,803
Louisiana,New Orleans,Slash pine,3098
Louisiana,New Orleans,Southern live oak,21775
Louisiana,New Orleans,Southern magnolia,3022
Louisiana,New Orleans,Stump,1714
Louisiana,New Orleans,Sweet olive,551
Louisiana,New Orleans,Water oak,948
Louisiana,New Orleans,Willow oak,554
Maryland,Baltimore,American elm,1588
Maryland,Baltimore,American linden,1446
Maryland,Baltimore,American sweetgum,2465
Maryland,Baltimore,Blackgum,1325
Maryland,Baltimore,Callery pear,4746
Maryland,Baltimore,Cherry/plum,5783
Maryland,Baltimore,Chinese elm,1195
Maryland,Baltimore,Common crapemyrtle,1584
Maryland,Baltimore,Eastern redbud,2420
Maryland,Baltimore,Freeman maple,2205
Maryland,Baltimore,Ginkgo,1623
Maryland,Baltimore,Hybrid elm,2337
Maryland,Baltimore,Japanese pagodatree,1476
Maryland,Baltimore,Japanese zelkova,6706
Maryland,Baltimore,Littleleaf linden,5933
Maryland,Baltimore,London planetree,6033
Maryland,Baltimore,Northern red oak,2849
Maryland,Baltimore,Norway maple,3716
Maryland,Baltimore,Pin oak,2427
Maryland,Baltimore,Red maple,12895
Maryland,Baltimore,Scarlet oak,1117
Maryland,Baltimore,Silver maple,2664
Maryland,Baltimore,Sugar maple,2709
Maryland,Baltimore,Swamp white oak,1431
Maryland,Baltimore,Thornless honeylocust,3208
Maryland,Baltimore,Tuliptree,1342
Maryland,Baltimore,White ash,2337
Maryland,Baltimore,White mulberry,1519
Maryland,Baltimore,White oak,1461
Maryland,Baltimore,Willow oak,2997
Massachusetts,Boston,American beech,24
Massachusetts,Boston,American elm,11
Massachusetts,Boston,Apple,19
Massachusetts,Boston,Black birch,20
Massachusetts,Boston,Black cherry,87
Massachusetts,Boston,Black locust,8
Massachusetts,Boston,Black oak,7
Massachusetts,Boston,Black tupelo,18
Massachusetts,Boston,Chestnut oak,8
Massachusetts,Boston,Eastern hemlock,44
Massachusetts,Boston,Eastern red cedar,39
Massachusetts,Boston,Eastern white pine,267
Massachusetts,Boston,European buckthorn,16
Massachusetts,Boston,Glossy buckthorn,26
Massachusetts,Boston,Higan cherry,7
Massachusetts,Boston,Northern red oak,115
Massachusetts,Boston,Northern white cedar,28
Massachusetts,Boston,Norway maple,20
Massachusetts,Boston,Paradise apple,7
Massachusetts,Boston,Pitch pine,42
Massachusetts,Boston,Red maple,150
Massachusetts,Boston,Red pine,11
Massachusetts,Boston,Sassafras,14
Massachusetts,Boston,Scrub oak,7
Massachusetts,Boston,Shagbark hickory,16
Massachusetts,Boston,Sugar maple,59
Massachusetts,Boston,Sycamore maple,29
Massachusetts,Boston,Tree hardwood,71
Massachusetts,Boston,White ash,19
Massachusetts,Boston,White oak,30
Michigan,Detroit,American sycamore,92
Michigan,Detroit,Callery pear,53
Michigan,Detroit,Common hackberry,852
Michigan,Detroit,Cottonwood,1276
Michigan,Detroit,Crabapple,412
Michigan,Detroit,Elm,859
Michigan,Detroit,Ginkgo,311
Michigan,Detroit,Green ash,1
Michigan,Detroit,Hedge maple,121
Michigan,Detroit,Japanese tree lilac,489
Michigan,Detroit,Japanese zelkova,534
Michigan,Detroit,Kentucky coffeetree,540
Michigan,Detroit,Littleleaf linden,382
Michigan,Detroit,Northern red oak,535
Michigan,Detroit,Norway maple,5
Michigan,Detroit,Red maple,997
Michigan,Detroit,Silver maple,5
Michigan,Detroit,Sugar maple,298
Michigan,Detroit,Swamp white oak,702
Michigan,Detroit,Sweetgum,180
Michigan,Detroit,Tulip tree,600
Michigan,Detroit,White oak,37
Michigan,Detroit,Willow,1735
Michigan,Grand Rapids,American sycamore,2977
Michigan,Grand Rapids,Black oak,839
Michigan,Grand Rapids,Blue spruce,760
Michigan,Grand Rapids,Callery pear,1662
Michigan,Grand Rapids,Crabapple,694
Michigan,Grand Rapids,Ginkgo,570
Michigan,Grand Rapids,Green ash,2057
Michigan,Grand Rapids,Hedge maple,1194
Michigan,Grand Rapids,Hybrid elm,945
Michigan,Grand Rapids,Japanese tree lilac,602
Michigan,Grand Rapids,Japanese zelkova,541
Michigan,Grand Rapids,Kentucky coffeetree,263
Michigan,Grand Rapids,Littleleaf linden,3033
Michigan,Grand Rapids,London planetree hybrid,1930
Michigan,Grand Rapids,Northern red oak,632
Michigan,Grand Rapids,Norway maple,20426
Michigan,Grand Rapids,Norway spruce,819
Michigan,Grand Rapids,Pin oak,736
Michigan,Grand Rapids,Red maple,4523
Michigan,Grand Rapids,Silver maple,2554
Michigan,Grand Rapids,Sugar maple,3954
Michigan,Grand Rapids,Swamp white oak,492
Michigan,Grand Rapids,Sweetgum,517
Michigan,Grand Rapids,Thornless honeylocust,5758
Michigan,Grand Rapids,Tulip tree,148
Michigan,Grand Rapids,White oak,1419
Missouri,St. Louis,American sycamore,1370
Missouri,St. Louis,Callery pear,7196
Missouri,St. Louis,Cherry/plum,1922
Missouri,St. Louis,Common baldcypress,574
Missouri,St. Louis,Common hackberry,629
